id,popularity,explicit,availability,track_number,release_date,num_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4fMZqIHlks1aLZbBtlGrSY,37,True,79,15,2018-11-02,1,0.787,0.395,7.0,-9.893,0.0,0.457,0.115,0.0,0.138,0.49,120.002,226467.0,4.0
1Xw9TPrr6MC9QSVaXVxtIr,27,False,79,12,2014-05-16,2,0.341,0.948,0.0,-4.562,1.0,0.243,0.52,0.0,0.983,0.534,175.015,222853.0,4.0
7AxEXc96DVntCTxdSDhDeO,41,False,77,10,2015-05-18,1,0.388,0.889,3.0,-5.281,1.0,0.116,0.307,0.00486,0.142,0.327,159.96,191400.0,4.0
1yKj60nSSQGVuZMhj0huDa,58,True,79,9,2018-03-30,1,0.732,0.712,1.0,-4.751,1.0,0.091,0.00531,2.04e-06,0.135,0.554,153.967,187035.0,4.0
39mDnhzALmRUS3T3nJg0Gh,44,False,76,2,2017-06-02,1,0.745,0.713,11.0,-5.129,0.0,0.0896,0.155,0.0,0.0653,0.376,110.052,209980.0,4.0
0Hk7amXjyHeo5YZhHUXWU2,23,True,77,3,2016-10-28,1,0.832,0.887,0.0,-5.41,1.0,0.106,0.171,0.657,0.248,0.57,139.932,124670.0,4.0
35g1pRwhJI6Zry9oflNX08,51,False,79,1,2018-09-14,1,0.45,0.559,0.0,-12.973,1.0,0.0352,0.0159,0.000822,0.676,0.41,91.792,212243.0,4.0
3oQzphvwVzHlatpXM9UbHj,18,False,79,4,2017-01-10,1,0.569,0.626,5.0,-13.591,1.0,0.0336,0.192,0.000273,0.0832,0.963,138.102,202493.0,4.0
6m3LlhdZ0HWn4D7Nnm06MQ,59,True,79,1,2018-08-10,1,0.615,0.444,8.0,-6.773,0.0,0.0282,0.893,8.06e-06,0.127,0.125,120.098,164577.0,4.0
4SC4Jore4E1kHwriQO7Tnz,0,False,22,8,2008-01-23,1,0.698,0.642,2.0,-5.844,1.0,0.0382,0.314,0.0,0.138,0.569,88.011,254133.0,4.0
32FFX0KRkXDY6449UThz4Y,25,False,79,14,2019-08-23,1,0.407,0.108,9.0,-23.053,1.0,0.0469,0.938,0.0635,0.109,0.227,174.157,246640.0,4.0
3s4mrPrEFFPF0LmAfutW0n,77,True,78,19,2019-08-16,3,0.784,0.517,4.0,-8.981,0.0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187.0,4.0
3XsqFFCOn6oPKt4GCod2wP,68,False,79,1,2019-10-24,3,0.779,0.728,2.0,-2.586,1.0,0.187,0.0191,0.0,0.266,0.824,179.971,202080.0,4.0
0bLwBXrMd3z96utPHeuQDK,48,True,69,1,2016-10-28,1,0.781,0.764,2.0,-3.252,1.0,0.164,0.0175,0.0,0.102,0.352,146.03,184110.0,4.0
4UVJnw5E6ehMboR3WCq8FG,37,False,78,1,2019-02-14,1,0.676,0.624,8.0,-5.731,1.0,0.065,0.133,3.35e-06,0.104,0.726,109.986,206708.0,4.0
6WmEbQf0WTMfr6VUhDxlKb,25,False,70,16,2019-06-28,1,0.444,0.689,2.0,-4.794,0.0,0.117,0.0332,0.0,0.154,0.353,109.238,205080.0,4.0
4bb94wZVF1cX66vQjNeJTX,70,False,79,13,2020-01-10,2,0.583,0.777,10.0,-6.991,0.0,0.185,0.109,0.000509,0.108,0.31,190.054,263306.0,4.0
0UPrJwM3KIQNMhyHCQIBt9,35,False,79,5,1980-11-17,1,0.686,0.701,9.0,-6.738,0.0,0.0294,0.126,0.000267,0.625,0.542,97.716,237160.0,4.0
3UlP8G6k8NawnDRCEJqZlj,49,False,79,18,2011-09-20,1,0.374,0.562,7.0,-6.393,1.0,0.0408,0.736,0.0,0.912,0.467,209.008,193973.0,4.0
